4199.87179474	4171.66666653	4214.99999993	4229.10256404	4201.02564096	4212.69230763	4185.38461525	4215.7692307	4170.64102551	4203.20512814	4185.76923063	4215.51282045	4198.84615371	4202.43589737	
4192.17948704	4167.43589723	4213.84615378	4229.10256404	4202.30769224	4216.41025634	4185.76923063	4215.51282045	4170.89743576	4201.53846147	4188.84615371	4217.94871788	4204.10256404	4203.97435891	
4195.89743576	4170.64102551	4232.17948711	4218.33333327	4185.64102551	4232.5641025	4206.02564096	4219.48717942	4189.74358961	4221.28205122	4205.64102558	4218.33333327	4218.33333327	4219.48717942	
4190.12820499	4168.20512807	4225.64102558	4216.6666666	4185.64102551	4225.64102558	4198.20512807	4207.17948711	4182.94871781	4214.48717942	4200.76923063	4210.51282045	4205.25641019	4216.15384609	
4196.66666653	4171.66666653	4227.5641025	4217.94871788	4186.41025628	4226.28205122	4197.82051269	4204.35897429	4180.76923063	4213.07692301	4197.82051269	4205.7692307	4199.10256397	4213.4615384	
4203.4615384	4173.84615371	4229.99999993	4217.30769224	4186.41025628	4228.84615378	4200.51282038	4208.84615378	4182.69230756	4215.25641019	4199.99999986	4207.94871788	4209.99999993	4213.33333327	
4199.10256397	4171.41025628	4223.33333327	4214.35897429	4182.82051269	4221.79487173	4196.5384614	4208.20512814	4182.4358973	4215.64102558	4202.69230763	4210.51282045	4214.61538455	4214.74358968	
4196.92307679	4169.74358961	4217.69230763	4215.51282045	4182.30769217	4216.79487173	4190.38461525	4209.87179481	4184.87179474	4216.6666666	4199.87179474	4212.82051275	4206.6666666	4218.07692301	
4197.30769217	4170.64102551	4219.61538455	4215.64102558	4183.84615371	4218.33333327	4188.3333332	4211.6666666	4184.74358961	4217.43589737	4194.10256397	4212.94871788	4201.79487173	4215.38461532	
4192.05128192	4170.89743576	4221.41025634	4215.12820506	4184.35897422	4219.61538455	4192.05128192	4208.07692301	4177.56410243	4212.69230763	4196.92307679	4209.10256404	4205.89743583	4207.69230763	
4187.05128192	4170.89743576	4217.94871788	4216.41025634	4185.25641012	4217.17948711	4191.5384614	4203.97435891	4172.82051269	4205.51282045	4199.48717935	4206.41025634	4206.6666666	4204.10256404	
4187.30769217	4170.38461525	4214.23076917	4211.6666666	4182.82051269	4213.71794865	4184.61538448	4203.97435891	4172.69230756	4204.23076917	4192.05128192	4206.53846147	4202.69230763	4203.58974352	
4189.2307691	4169.61538448	4214.74358968	4205.12820506	4176.02564089	4214.10256404	4183.71794858	4202.30769224	4172.17948704	4205.51282045	4185.76923063	4204.23076917	4201.79487173	4203.20512814	
4187.30769217	4167.94871774	4212.5641025	4202.94871788	4170.38461525	4212.43589737	4183.97435884	4198.20512807	4168.3333332	4201.79487173	4187.30769217	4200.25641012	4201.15384609	4201.92307686	
4184.35897422	4166.79487159	4205.12820506	4201.92307686	4169.10256397	4204.23076917	4177.17948704	4196.15384602	4167.82051262	4197.94871781	4183.3333332	4197.56410243	4196.79487166	4200.38461525	
4184.10256397	4168.58974345	4201.92307686	4199.61538448	4169.61538448	4201.15384609	4172.69230756	4195.76923063	4166.79487159	4198.58974345	4174.10256397	4195.25641012	4190.25641012	4199.61538448	
4184.99999986	4166.41025621	4203.84615378	4199.61538448	4168.20512807	4204.10256404	4174.87179474	4195.25641012	4160.89743569	4197.05128192	4171.92307679	4193.84615371	4186.15384602	4197.4358973	
4185.38461525	4161.28205108	4202.43589737	4199.35897422	4166.15384595	4203.07692301	4174.2307691	4192.82051269	4156.79487159	4191.79487166	4173.46153833	4193.3333332	4185.76923063	4191.5384614	
4185.51282038	4164.74358954	4201.28205122	4198.20512807	4167.3076921	4201.02564096	4170.12820499	4192.05128192	4156.15384595	4188.84615371	4173.97435884	4192.56410243	4186.28205115	4188.20512807	
4186.41025628	4171.28205115	4203.58974352	4200.51282038	4168.07692287	4201.53846147	4171.79487166	4191.79487166	4156.28205108	4189.74358961	4172.17948704	4190.64102551	4185.76923063	4189.99999986	
4185.12820499	4165.12820492	4204.35897429	4198.46153833	4161.41025621	4201.92307686	4174.99999986	4185.38461525	4156.41025621	4189.99999986	4168.3333332	4186.28205115	4184.35897422	4190.38461525	
4179.35897422	4155.12820492	4201.41025634	4188.71794858	4153.46153826	4200.89743576	4172.05128192	4184.2307691	4157.56410236	4189.74358961	4166.79487159	4186.28205115	4180.51282038	4189.35897422	
4174.48717935	4157.17948697	4195.12820499	4183.20512807	4152.43589723	4197.56410243	4166.79487159	4186.92307679	4152.05128185	4186.02564089	4168.07692287	4187.94871781	4175.76923063	4184.87179474	
4177.69230756	4163.33333313	4193.3333332	4192.17948704	4157.94871774	4194.87179474	4166.15384595	4184.2307691	4149.35897415	4183.07692294	4168.20512807	4184.10256397	4177.05128192	4182.30769217	
4184.74358961	4166.53846133	4200.51282038	4200.51282038	4163.33333313	4199.10256397	4170.25641012	4186.66666653	4160.38461518	4191.41025628	4169.99999986	4185.89743576	4185.25641012	4191.41025628	
4186.79487166	4168.71794858	4201.92307686	4193.97435884	4161.15384595	4202.5641025	4174.2307691	4191.15384602	4166.41025621	4199.48717935	4174.61538448	4191.66666653	4187.82051269	4199.35897422	
4180.64102551	4164.48717928	4192.4358973	4184.48717935	4154.1025639	4193.58974345	4167.3076921	4182.17948704	4156.15384595	4189.48717935	4168.71794858	4183.20512807	4177.94871781	4191.02564089	
4173.46153833	4156.28205108	4182.56410243	4184.61538448	4151.41025621	4182.17948704	4153.84615364	4170.51282038	4140.89743569	4173.84615371	4154.1025639	4172.69230756	4166.66666646	4176.28205115	
4172.94871781	4155.64102544	4181.79487166	4189.2307691	4152.69230749	4182.82051269	4151.66666646	4173.07692294	4137.82051262	4174.74358961	4152.17948697	4177.56410243	4166.02564082	4176.02564089	
4174.10256397	4161.41025621	4187.30769217	4187.82051269	4153.46153826	4188.3333332	4157.56410236	4179.87179474	4146.28205108	4183.20512807	4163.58974339	4182.69230756	4171.28205115	4184.10256397	
4170.76923063	4166.02564082	4185.25641012	4183.97435884	4152.94871774	4182.17948704	4154.23076903	4180.89743576	4153.205128	4184.61538448	4170.64102551	4180.76923063	4173.97435884	4184.87179474	
4168.58974345	4164.87179467	4171.79487166	4184.48717935	4152.43589723	4171.92307679	4142.43589723	4180.12820499	4149.87179467	4182.94871781	4168.84615371	4181.41025628	4173.46153833	4182.56410243	
4166.53846133	4161.15384595	4168.46153833	4187.05128192	4154.23076903	4170.64102551	4137.43589723	4180.76923063	4142.94871774	4179.99999986	4167.69230749	4181.92307679	4171.79487166	4180.51282038	
4163.58974339	4158.33333313	4179.48717935	4186.15384602	4154.23076903	4173.71794858	4145.51282031	4182.82051269	4140.25641005	4174.2307691	4169.10256397	4179.61538448	4169.35897422	4174.99999986	
4166.41025621	4161.92307672	4182.17948704	4185.12820499	4152.43589723	4175.25641012	4152.05128185	4179.74358961	4141.28205108	4174.35897422	4169.99999986	4178.3333332	4168.84615371	4173.3333332	
4170.12820499	4169.99999986	4174.48717935	4187.17948704	4154.87179467	4175.64102551	4147.05128185	4178.46153833	4148.46153826	4183.84615371	4169.99999986	4180.76923063	4172.05128192	4183.58974345	
4164.87179467	4170.51282038	4171.79487166	4187.94871781	4156.66666646	4172.82051269	4140.89743569	4179.99999986	4149.61538441	4182.56410243	4168.46153833	4179.74358961	4174.48717935	4186.15384602	
4158.97435877	4164.35897415	4172.4358973	4184.35897422	4154.35897415	4166.79487159	4137.94871774	4176.92307679	4139.48717928	4173.84615371	4169.48717935	4177.30769217	4172.17948704	4175.51282038	
4157.94871774	4163.58974339	4165.76923056	4181.15384602	4152.43589723	4164.23076903	4134.99999973	4174.10256397	4138.58974339	4174.10256397	4172.82051269	4177.17948704	4170.76923063	4172.30769217	
4167.69230749	4169.87179474	4168.84615371	4186.28205115	4152.05128185	4167.56410236	4137.3076921	4183.07692294	4150.76923056	4184.61538448	4183.20512807	4183.84615371	4186.41025628	4183.20512807	
4170.51282038	4170.89743576	4172.69230756	4184.74358961	4153.58974339	4169.61538448	4139.23076903	4184.35897422	4153.71794851	4185.51282038	4184.61538448	4183.71794858	4187.69230756	4186.28205115	
4171.41025628	4169.48717935	4169.61538448	4185.38461525	4156.28205108	4169.74358961	4136.66666646	4184.74358961	4157.3076921	4187.30769217	4182.4358973	4182.30769217	4189.10256397	4188.07692294	
4167.69230749	4168.58974345	4161.41025621	4184.87179474	4152.56410236	4163.84615364	4132.69230742	4181.15384602	4151.53846133	4183.46153833	4178.3333332	4179.87179474	4184.35897422	4183.3333332	
4167.69230749	4174.10256397	4160.25641005	4183.97435884	4151.66666646	4159.87179467	4135.64102544	4179.48717935	4151.02564082	4181.5384614	4180.76923063	4182.82051269	4184.35897422	4183.58974345	
4168.97435884	4173.07692294	4158.46153826	4182.82051269	4152.05128185	4158.46153826	4132.43589716	4180.38461525	4148.84615364	4179.87179474	4178.71794858	4183.3333332	4186.5384614	4183.3333332	
4167.3076921	4167.94871774	4154.61538441	4183.84615371	4151.53846133	4156.41025621	4125.25640998	4180.76923063	4140.76923056	4174.61538448	4175.76923063	4178.71794858	4185.51282038	4179.87179474	
4166.15384595	4172.4358973	4160.25641005	4187.94871781	4153.84615364	4159.48717928	4129.48717921	4183.3333332	4142.82051262	4178.3333332	4183.07692294	4181.15384602	4188.46153833	4181.15384602	
4170.25641012	4176.79487166	4169.99999986	4191.02564089	4157.94871774	4168.07692287	4139.1025639	4182.82051269	4146.92307672	4184.2307691	4187.56410243	4183.97435884	4191.15384602	4181.41025628	
4176.28205115	4174.74358961	4172.82051269	4192.05128192	4159.61538441	4170.64102551	4140.76923056	4177.56410243	4145.38461518	4179.10256397	4183.46153833	4181.02564089	4189.10256397	4177.69230756	
4169.35897422	4173.20512807	4165.64102544	4184.99999986	4151.79487159	4160.51282031	4131.66666639	4170.76923063	4137.94871774	4170.25641012	4176.5384614	4174.74358961	4180.12820499	4172.94871781	
4154.35897415	4166.41025621	4149.61538441	4171.92307679	4138.58974339	4146.53846133	4116.28205101	4161.66666646	4126.02564075	4163.46153826	4163.71794851	4164.48717928	4168.46153833	4163.205128	
4150.12820492	4160.64102544	4137.3076921	4166.92307672	4133.71794844	4138.07692287	4106.66666639	4159.23076903	4120.12820485	4156.79487159	4159.61538441	4160.38461518	4164.61538441	4154.1025639	
4148.71794851	4158.58974339	4138.46153826	4169.99999986	4136.66666646	4139.74358954	4107.05128178	4160.51282031	4120.64102537	4151.28205108	4166.15384595	4160.51282031	4167.82051262	4152.56410236	
4143.71794851	4156.53846133	4141.53846133	4171.28205115	4136.79487159	4142.05128185	4108.84615357	4157.69230749	4119.10256383	4151.66666646	4165.12820492	4158.58974339	4168.3333332	4153.33333313	
4148.33333313	4160.89743569	4140.38461518	4170.51282038	4136.15384595	4139.87179467	4108.71794844	4159.87179467	4119.23076896	4153.71794851	4157.94871774	4161.66666646	4166.15384595	4151.92307672	
4155.51282031	4164.48717928	4143.58974339	4170.51282038	4138.84615364	4142.94871774	4112.05128178	4164.48717928	4121.02564075	4154.23076903	4156.79487159	4164.74358954	4168.07692287	4154.23076903	
4156.41025621	4164.1025639	4150.51282031	4170.38461525	4139.9999998	4151.41025621	4119.61538434	4162.94871774	4124.23076896	4159.74358954	4158.33333313	4162.17948697	4169.99999986	4162.05128185	
4162.43589723	4167.69230749	4157.56410236	4170.64102551	4139.35897415	4156.92307672	4126.66666639	4161.15384595	4131.41025614	4168.71794858	4156.41025621	4162.17948697	4169.35897422	4167.82051262	
4170.76923063	4173.20512807	4168.46153833	4172.69230756	4138.46153826	4165.64102544	4134.99999973	4162.05128185	4135.38461518	4170.12820499	4154.23076903	4164.1025639	4167.69230749	4168.71794858	
4170.89743576	4172.17948704	4180.12820499	4175.76923063	4141.92307672	4180.89743576	4149.35897415	4163.205128	4134.48717921	4164.9999998	4154.1025639	4163.33333313	4167.3076921	4168.20512807	
4168.07692287	4171.79487166	4180.38461525	4176.02564089	4144.61538441	4185.38461525	4153.205128	4164.35897415	4131.53846126	4163.205128	4152.56410236	4164.87179467	4165.76923056	4167.69230749	
4164.74358954	4175.38461525	4176.28205115	4173.20512807	4140.89743569	4181.02564089	4145.51282031	4164.1025639	4128.0769228	4164.1025639	4151.66666646	4167.82051262	4163.97435877	4166.15384595	
4166.79487159	4179.74358961	4193.07692294	4182.17948704	4147.17948697	4192.56410243	4160.12820492	4170.64102551	4138.97435877	4172.82051269	4159.74358954	4173.84615371	4173.58974345	4173.3333332	
4179.2307691	4188.84615371	4215.89743583	4197.17948704	4162.82051262	4211.28205122	4186.02564089	4189.48717935	4157.82051262	4188.46153833	4172.05128192	4188.07692294	4189.87179474	4188.58974345	
4183.20512807	4187.4358973	4212.30769224	4194.35897422	4162.69230749	4209.74358968	4182.69230756	4194.10256397	4157.82051262	4191.41025628	4174.74358961	4193.20512807	4189.48717935	4191.15384602	
4173.3333332	4173.71794858	4197.82051269	4182.30769217	4148.71794851	4197.94871781	4166.41025621	4179.2307691	4148.58974339	4183.71794858	4168.20512807	4181.5384614	4176.79487166	4182.05128192	
4169.35897422	4169.87179474	4196.15384602	4173.97435884	4138.07692287	4196.79487166	4166.15384595	4171.41025628	4151.66666646	4182.17948704	4160.25641005	4173.46153833	4175.76923063	4180.89743576	
4173.46153833	4178.3333332	4197.30769217	4170.89743576	4136.28205108	4196.02564089	4169.74358961	4174.74358961	4154.23076903	4185.38461525	4158.46153826	4177.94871781	4179.2307691	4186.66666653	
4173.71794858	4182.4358973	4198.07692294	4177.4358973	4147.05128185	4193.46153833	4169.74358961	4177.05128192	4153.71794851	4185.64102551	4164.87179467	4179.2307691	4175.25641012	4186.28205115	
4169.74358961	4181.15384602	4197.30769217	4183.97435884	4154.23076903	4193.07692294	4167.17948697	4172.17948704	4148.71794851	4181.92307679	4164.48717928	4172.30769217	4172.30769217	4181.15384602	
4169.10256397	4179.74358961	4189.99999986	4182.69230756	4147.05128185	4190.25641012	4159.74358954	4170.38461525	4144.23076903	4179.99999986	4157.17948697	4173.07692294	4173.97435884	4179.99999986	
4166.53846133	4174.2307691	4185.64102551	4178.84615371	4141.15384595	4186.15384602	4154.74358954	4173.3333332	4149.61538441	4183.07692294	4162.82051262	4177.05128192	4177.94871781	4182.4358973	
4159.48717928	4168.58974345	4183.97435884	4174.2307691	4140.89743569	4184.87179474	4154.74358954	4171.66666653	4150.25641005	4185.51282038	4167.56410236	4171.15384602	4182.56410243	4183.84615371	
4156.66666646	4170.51282038	4174.61538448	4169.35897422	4137.82051262	4180.89743576	4150.89743569	4169.35897422	4144.61538441	4183.97435884	4159.74358954	4168.58974345	4185.38461525	4184.35897422	
4162.56410236	4171.66666653	4171.92307679	4169.74358961	4136.02564082	4174.74358961	4145.51282031	4169.74358961	4144.9999998	4181.5384614	4158.58974339	4170.76923063	4183.3333332	4182.56410243	
4169.74358961	4169.61538448	4177.94871781	4171.15384602	4139.1025639	4174.87179474	4145.89743569	4168.20512807	4146.41025621	4183.20512807	4169.10256397	4168.20512807	4184.10256397	4182.94871781	
4172.94871781	4173.97435884	4176.41025628	4172.94871781	4141.92307672	4176.5384614	4145.76923056	4165.38461518	4142.82051262	4183.97435884	4168.84615371	4168.46153833	4184.74358961	4183.07692294	
4169.61538448	4176.66666653	4171.92307679	4173.71794858	4139.87179467	4172.69230756	4140.25641005	4166.92307672	4139.9999998	4175.51282038	4157.82051262	4169.61538448	4177.05128192	4174.61538448	
4155.89743569	4170.51282038	4167.82051262	4167.82051262	4134.23076896	4165.64102544	4134.8717946	4163.07692287	4134.8717946	4165.89743569	4154.48717928	4163.205128	4170.25641012	4166.41025621	
4145.38461518	4166.02564082	4160.38461518	4164.74358954	4133.33333306	4159.48717928	4132.56410229	4155.51282031	4129.48717921	4166.41025621	4159.74358954	4158.33333313	4172.69230756	4167.05128185	
4148.71794851	4166.66666646	4157.69230749	4168.3333332	4137.69230749	4159.87179467	4131.92307665	4159.87179467	4134.99999973	4170.25641012	4165.89743569	4163.33333313	4179.10256397	4168.97435884	
4155.51282031	4168.71794858	4164.23076903	4171.5384614	4138.205128	4166.28205108	4133.71794844	4166.92307672	4139.1025639	4169.2307691	4168.07692287	4170.51282038	4182.4358973	4168.3333332	
4156.92307672	4175.51282038	4169.2307691	4177.05128192	4139.48717928	4169.35897422	4136.02564082	4165.76923056	4136.92307672	4168.20512807	4169.87179474	4169.87179474	4184.61538448	4169.35897422	
4156.02564082	4178.84615371	4169.10256397	4183.97435884	4147.94871774	4168.46153833	4135.25640998	4165.76923056	4136.79487159	4169.61538448	4172.56410243	4167.56410236	4185.89743576	4170.51282038	
4154.9999998	4171.92307679	4168.3333332	4182.17948704	4151.02564082	4168.97435884	4134.8717946	4170.64102551	4138.07692287	4171.66666653	4172.30769217	4170.25641012	4187.30769217	4171.92307679	
4156.41025621	4168.46153833	4167.56410236	4174.10256397	4143.33333313	4167.43589723	4137.05128185	4169.74358961	4139.35897415	4173.58974345	4169.35897422	4170.76923063	4183.71794858	4173.84615371	
4156.41025621	4168.58974345	4167.3076921	4170.51282038	4137.94871774	4165.38461518	4137.17948697	4164.1025639	4140.38461518	4172.30769217	4168.07692287	4166.66666646	4174.61538448	4170.38461525	
4153.71794851	4168.20512807	4167.17948697	4172.94871781	4144.1025639	4167.43589723	4137.69230749	4163.58974339	4139.61538441	4171.5384614	4171.02564089	4165.51282031	4174.35897422	4170.25641012	
4160.25641005	4171.5384614	4167.94871774	4174.99999986	4151.66666646	4169.2307691	4140.38461518	4167.17948697	4142.56410236	4179.2307691	4172.30769217	4168.3333332	4184.2307691	4179.87179474	
4169.74358961	4172.82051269	4173.07692294	4175.38461525	4151.28205108	4171.66666653	4143.84615364	4169.74358961	4147.3076921	4183.71794858	4170.12820499	4169.87179474	4184.74358961	4182.69230756	
4169.10256397	4173.46153833	4176.92307679	4180.51282038	4151.41025621	4174.10256397	4144.1025639	4169.10256397	4144.35897415	4174.74358961	4170.38461525	4169.2307691	4178.3333332	4173.07692294	
4165.89743569	4181.79487166	4174.74358961	4192.05128192	4161.28205108	4173.97435884	4143.33333313	4163.07692287	4137.43589723	4166.15384595	4170.25641012	4162.3076921	4176.66666653	4167.3076921	
4167.69230749	4187.05128192	4174.61538448	4201.15384609	4172.82051269	4175.38461525	4145.89743569	4155.38461518	4135.76923056	4168.20512807	4162.82051262	4154.48717928	4173.3333332	4168.97435884	
4173.07692294	4185.76923063	4183.58974345	4204.35897429	4176.66666653	4183.07692294	4153.205128	4162.17948697	4141.66666646	4174.74358961	4162.82051262	4163.58974339	4174.87179474	4174.10256397	
4175.89743576	4187.05128192	4189.87179474	4205.12820506	4176.92307679	4188.58974345	4159.61538441	4172.4358973	4146.79487159	4177.82051269	4168.58974345	4174.2307691	4180.76923063	4178.58974345	
4171.5384614	4184.99999986	4181.28205115	4200.51282038	4170.51282038	4182.05128192	4154.48717928	4161.92307672	4137.82051262	4172.56410243	4161.41025621	4164.1025639	4174.10256397	4169.35897422	
4166.53846133	4177.05128192	4170.76923063	4191.41025628	4159.74358954	4171.66666653	4142.69230749	4151.41025621	4127.82051255	4164.61538441	4150.76923056	4152.69230749	4163.205128	4159.23076903	
4166.28205108	4172.82051269	4170.12820499	4185.51282038	4157.05128185	4168.71794858	4138.58974339	4155.51282031	4132.17948691	4165.64102544	4152.17948697	4155.76923056	4165.12820492	4166.02564082	
4162.3076921	4172.4358973	4170.89743576	4184.74358961	4157.56410236	4169.10256397	4141.02564082	4154.87179467	4133.9743587	4166.41025621	4153.97435877	4157.69230749	4168.84615371	4168.58974345	
4156.41025621	4171.92307679	4167.3076921	4184.35897422	4153.33333313	4167.56410236	4139.87179467	4151.28205108	4124.8717946	4159.1025639	4150.89743569	4153.205128	4164.87179467	4162.43589723	
4155.64102544	4172.17948704	4167.17948697	4184.74358961	4152.17948697	4166.92307672	4136.41025621	4153.71794851	4123.20512793	4156.02564082	4151.66666646	4153.07692287	4165.89743569	4163.07692287	
4157.17948697	4173.3333332	4167.56410236	4186.15384602	4156.15384595	4164.74358954	4136.41025621	4149.87179467	4127.17948691	4158.71794851	4153.71794851	4150.89743569	4169.35897422	4162.56410236	
4156.02564082	4172.56410243	4160.25641005	4184.10256397	4152.94871774	4158.205128	4132.69230742	4144.35897415	4123.9743587	4157.43589723	4150.76923056	4143.46153826	4163.84615364	4155.25641005	
4154.1025639	4175.76923063	4158.58974339	4183.58974345	4150.64102544	4157.56410236	4130.12820485	4147.05128185	4123.58974332	4155.38461518	4149.61538441	4143.205128	4161.15384595	4156.53846133	
4158.84615364	4184.61538448	4168.71794858	4192.30769217	4161.92307672	4166.92307672	4136.92307672	4152.56410236	4133.20512793	4166.92307672	4158.97435877	4152.82051262	4173.46153833	4168.3333332	
4168.58974345	4187.82051269	4176.28205115	4200.51282038	4172.30769217	4176.28205115	4143.97435877	4163.33333313	4144.74358954	4182.17948704	4170.51282038	4165.64102544	4187.94871781	4178.84615371	
4171.41025628	4183.3333332	4172.4358973	4198.84615371	4169.2307691	4173.20512807	4141.15384595	4170.25641012	4145.76923056	4178.58974345	4171.79487166	4169.10256397	4185.51282038	4176.92307679	
4167.82051262	4181.41025628	4166.15384595	4192.4358973	4164.61538441	4164.87179467	4136.66666646	4159.9999998	4138.46153826	4166.53846133	4168.46153833	4160.25641005	4174.74358961	4168.07692287	
4167.43589723	4182.30769217	4165.51282031	4188.97435884	4166.15384595	4166.15384595	4138.46153826	4154.9999998	4136.53846133	4169.2307691	4167.56410236	4156.92307672	4175.89743576	4168.58974345	
4172.69230756	4183.07692294	4169.74358961	4193.58974345	4168.20512807	4171.02564089	4139.23076903	4165.64102544	4140.51282031	4174.61538448	4169.2307691	4166.53846133	4183.84615371	4170.64102551	
4181.15384602	4189.74358961	4172.94871781	4202.43589737	4171.02564089	4170.25641012	4137.82051262	4171.92307679	4144.48717928	4175.51282038	4173.20512807	4172.82051269	4186.66666653	4174.74358961	
4188.07692294	4197.17948704	4169.48717935	4205.89743583	4175.89743576	4168.84615371	4139.1025639	4168.71794858	4143.07692287	4177.94871781	4174.61538448	4169.74358961	4184.99999986	4181.5384614	
4183.3333332	4196.15384602	4170.12820499	4205.51282045	4176.5384614	4171.79487166	4142.17948697	4164.9999998	4139.23076903	4175.25641012	4165.64102544	4165.64102544	4180.89743576	4176.5384614	
4173.20512807	4189.48717935	4173.71794858	4205.7692307	4174.10256397	4170.64102551	4141.02564082	4157.82051262	4137.82051262	4169.74358961	4152.17948697	4159.23076903	4171.92307679	4168.20512807	
4169.10256397	4185.38461525	4165.12820492	4196.92307679	4167.43589723	4160.89743569	4131.53846126	4148.33333313	4130.51282024	4164.87179467	4139.9999998	4149.74358954	4157.3076921	4164.35897415	
4166.28205108	4182.82051269	4156.41025621	4188.71794858	4159.1025639	4154.87179467	4127.56410229	4147.69230749	4121.41025614	4155.76923056	4134.8717946	4147.82051262	4153.07692287	4155.64102544	
4165.51282031	4182.05128192	4164.35897415	4194.61538448	4160.76923056	4163.46153826	4134.8717946	4157.05128185	4129.99999973	4158.205128	4142.43589723	4158.07692287	4164.87179467	4158.58974339	
4174.61538448	4192.69230756	4177.82051269	4204.74358968	4177.82051269	4176.28205115	4143.84615364	4169.99999986	4151.66666646	4180.89743576	4161.79487159	4172.30769217	4184.87179474	4182.4358973	
4186.66666653	4203.4615384	4180.25641012	4209.23076917	4188.07692294	4178.84615371	4147.82051262	4181.5384614	4160.38461518	4193.84615371	4182.69230756	4181.28205115	4198.97435884	4193.97435884	
4184.2307691	4195.38461525	4170.51282038	4201.28205122	4174.10256397	4171.92307679	4141.66666646	4181.5384614	4157.05128185	4187.56410243	4186.41025628	4179.87179474	4199.35897422	4186.66666653	
4172.17948704	4180.89743576	4159.23076903	4187.30769217	4156.02564082	4162.69230749	4130.89743562	4172.05128192	4155.12820492	4186.66666653	4173.20512807	4172.4358973	4189.61538448	4185.38461525	
4167.56410236	4179.87179474	4156.79487159	4181.28205115	4152.56410236	4157.05128185	4127.43589716	4165.51282031	4148.58974339	4182.05128192	4159.1025639	4167.17948697	4178.07692294	4184.35897422	
4168.71794858	4183.07692294	4158.46153826	4183.58974345	4153.07692287	4156.41025621	4128.84615357	4166.53846133	4141.41025621	4173.58974345	4155.12820492	4168.20512807	4176.15384602	4176.5384614	
4168.58974345	4180.64102551	4154.87179467	4181.15384602	4148.71794851	4154.1025639	4124.61538434	4165.64102544	4141.41025621	4175.12820499	4157.05128185	4169.2307691	4177.69230756	4172.56410243	
4169.48717935	4182.05128192	4153.205128	4181.5384614	4151.28205108	4153.07692287	4120.89743562	4161.53846133	4141.66666646	4175.76923063	4155.89743569	4165.12820492	4174.61538448	4171.66666653	
4173.20512807	4192.30769217	4157.69230749	4195.25641012	4164.48717928	4156.79487159	4126.79487152	4163.33333313	4139.1025639	4171.02564089	4156.28205108	4164.9999998	4172.94871781	4170.51282038	
4174.87179474	4200.25641012	4163.46153826	4204.10256404	4173.20512807	4158.205128	4132.82051255	4166.79487159	4140.76923056	4174.87179474	4163.07692287	4169.48717935	4176.79487166	4175.76923063	
4178.3333332	4200.89743576	4167.3076921	4201.6666666	4174.99999986	4160.25641005	4136.02564082	4169.74358961	4147.94871774	4183.3333332	4170.25641012	4172.82051269	4182.4358973	4184.99999986	
4186.15384602	4201.41025634	4170.38461525	4204.74358968	4180.76923063	4168.20512807	4140.38461518	4174.2307691	4155.25641005	4186.66666653	4169.99999986	4176.41025628	4185.38461525	4187.69230756	
4189.99999986	4202.94871788	4174.2307691	4218.20512814	4188.46153833	4173.58974345	4144.1025639	4181.41025628	4158.71794851	4190.12820499	4169.2307691	4182.94871781	4187.05128192	4186.02564089	
4187.56410243	4202.30769224	4174.74358961	4217.94871788	4183.84615371	4172.56410243	4142.82051262	4187.30769217	4157.3076921	4189.48717935	4174.99999986	4187.69230756	4188.3333332	4186.79487166	
4184.35897422	4196.92307679	4168.07692287	4200.89743576	4173.46153833	4168.58974345	4138.33333313	4184.99999986	4155.38461518	4184.48717935	4176.66666653	4185.25641012	4188.46153833	4187.05128192	
